,Affluence_Indicator,Apple_Mac_Code,Avg_Household_Income,Avg_Sell_price,Days_group,Expiring_Dollars,Expiring_Students,ID,Lunch_Program_Eligible_Students,Metro_Code,PC_Code,Poverty_Level_Code,Renew_delay,Renewal_Date,Software_budget_per_head,State,Subscription_End_Date,Subscription_Status,Title_1_Code,Training_Budget_Per_head
18905,ZZ,ZZ,ZZ,8.0,11.0,6000,750,6026526,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oklahoma,2017-09-30,Renewed,ZZ,ZZ
18906,ZZ,ZZ,ZZ,8.0,11.0,9400,1175,5924688,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Renewed,ZZ,ZZ
18907,ZZ,ZZ,ZZ,8.0,11.0,4280,535,5859141,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18908,ZZ,ZZ,ZZ,8.0,11.0,6192,774,7581045,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18909,ZZ,ZZ,ZZ,8.0,11.0,2600,325,7589097,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18910,ZZ,ZZ,ZZ,8.0,11.0,3176,397,7562109,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18911,3.0,I,M,8.0,11.0,7280,910,7563192,303.0,R,I,D,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
18912,ZZ,ZZ,ZZ,8.0,11.0,1920,240,7566570,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Arkansas,2017-09-30,Not Renewed,ZZ,ZZ
18913,5.0,J,O,8.0,11.0,3280,410,7537317,615.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
18914,4.0,E,N,8.0,11.0,3920,490,7687809,209.0,S,H,B,999.0,ZZ,G,Texas,2017-09-30,Renewed,A,D
18915,5.0,J,Q,8.0,11.0,4800,600,7804686,227.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
18916,1.0,I,E,8.0,11.0,5200,650,7987461,668.0,R,I,D,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
18917,ZZ,ZZ,ZZ,8.0,11.0,2400,300,7946211,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Alabama,2017-09-30,Not Renewed,ZZ,ZZ
18918,5.0,ZZ,P,8.0,11.0,5024,628,7959009,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18919,4.0,ZZ,H,8.0,11.0,7176,897,7959051,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18920,ZZ,ZZ,ZZ,8.0,11.0,1920,240,7965198,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,North Carolina,2017-09-30,Not Renewed,ZZ,ZZ
18921,1.0,F,I,8.0,11.0,3000,375,7916598,190.0,S,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18922,ZZ,ZZ,ZZ,8.0,11.0,1920,240,7555992,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,North Carolina,2017-09-30,Not Renewed,ZZ,ZZ
18923,4.0,D,L,8.0,11.0,4000,500,7515159,271.0,R,G,C,999.0,ZZ,E,Nevada,2017-09-30,Renewed,C,D
18924,ZZ,ZZ,ZZ,8.0,11.0,10400,1300,7451889,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Mississippi,2017-09-30,Renewed,ZZ,ZZ
18925,5.0,E,L,8.0,11.0,2400,300,7469730,135.0,R,E,C,999.0,ZZ,B,Texas,2017-09-30,Renewed,C,A
18926,ZZ,ZZ,ZZ,8.0,11.0,3304,413,7076970,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18927,ZZ,ZZ,ZZ,8.0,11.0,4880,610,7095396,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Oklahoma,2017-09-30,Renewed,ZZ,ZZ
18928,ZZ,ZZ,ZZ,8.0,11.0,4400,550,7048581,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Alabama,2017-09-30,Renewed,ZZ,ZZ
18929,ZZ,ZZ,ZZ,8.0,11.0,9120,1140,7038000,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Renewed,ZZ,ZZ
18930,ZZ,ZZ,ZZ,8.0,11.0,1920,240,7149816,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18931,4.0,ZZ,L,8.0,11.0,3440,430,7118409,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18932,1.0,ZZ,E,8.0,11.0,2424,303,7118433,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18933,5.0,F,K,8.0,11.0,4440,555,7121886,697.0,U,H,C,999.0,ZZ,G,Texas,2017-09-30,Renewed,B,E
18934,ZZ,ZZ,ZZ,8.0,11.0,4160,520,7108662,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,North Carolina,2017-09-30,Not Renewed,ZZ,ZZ
18935,ZZ,ZZ,ZZ,8.0,11.0,3248,406,10447299,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18936,ZZ,ZZ,ZZ,8.0,11.0,3344,418,10486257,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18937,ZZ,ZZ,ZZ,8.0,11.0,6280,785,11347248,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Arkansas,2017-09-30,Renewed,ZZ,ZZ
18938,ZZ,ZZ,ZZ,8.0,11.0,3040,380,17956191,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18939,ZZ,ZZ,ZZ,8.0,11.0,2608,326,17974137,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Not Renewed,ZZ,ZZ
18940,ZZ,ZZ,ZZ,8.0,11.0,2128,266,9739458,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Alabama,2017-09-30,Not Renewed,ZZ,ZZ
18941,ZZ,ZZ,ZZ,8.0,11.0,2040,255,9564348,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Mississippi,2017-09-30,Not Renewed,ZZ,ZZ
18942,4.0,G,C,8.0,11.0,5840,730,9362892,635.0,S,H,D,999.0,ZZ,G,Texas,2017-09-30,Renewed,D,D
18943,4.0,H,H,8.0,11.0,4640,580,9372810,630.0,U,J,D,999.0,ZZ,F,Texas,2017-09-30,Renewed,C,C
18944,3.0,K,N,8.0,11.0,1920,240,9626526,144.0,T,K,B,999.0,ZZ,Z,Arizona,2017-09-30,Renewed,A,Z
18945,2.0,K,I,8.0,11.0,2400,300,10178676,36.0,S,K,C,999.0,ZZ,Z,Florida,2017-09-30,Renewed,B,Z
18946,1.0,K,C,8.0,11.0,5600,700,10190046,728.0,U,K,C,999.0,ZZ,Z,Texas,2017-09-30,Renewed,B,Z
18947,ZZ,ZZ,ZZ,8.0,11.0,5560,695,10201077,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18948,ZZ,ZZ,ZZ,8.0,11.0,10400,1300,10107012,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Renewed,ZZ,ZZ
18949,1.0,J,G,8.0,11.0,3480,435,9315753,308.0,U,J,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
18950,5.0,ZZ,Q,8.0,11.0,5480,685,9299694,0.0,S,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18951,ZZ,ZZ,ZZ,8.0,11.0,6800,850,9026751,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18952,5.0,J,M,8.0,11.0,2320,290,8696760,212.0,U,J,D,999.0,ZZ,D,California,2017-09-30,Renewed,D,A
18953,2.0,H,I,8.0,11.0,7616,952,8028438,713.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
18954,1.0,H,G,8.0,11.0,6128,766,8128932,351.0,T,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
18955,ZZ,ZZ,ZZ,8.0,11.0,4160,520,8414313,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Not Renewed,ZZ,ZZ
18956,4.0,H,C,8.0,11.0,6216,777,8495961,912.0,S,H,D,999.0,ZZ,G,Texas,2017-09-30,Renewed,D,E
18957,ZZ,ZZ,ZZ,8.0,11.0,6016,752,8625426,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18958,5.0,ZZ,N,8.0,11.0,4296,537,8625480,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Texas,2017-09-30,Renewed,ZZ,ZZ
18959,5.0,H,O,8.0,11.0,5440,680,8634672,164.0,U,F,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,B,D
18960,5.0,F,L,8.0,11.0,2520,315,86298,377.0,T,F,C,999.0,ZZ,G,Delaware,2017-09-30,Not Renewed,C,D
18961,4.0,D,N,8.0,11.0,6400,800,79659,183.0,S,H,B,999.0,ZZ,C,Pennsylvania,2017-09-30,Renewed,A,A
18962,2.0,B,I,8.0,11.0,3200,400,76728,178.0,R,D,C,999.0,ZZ,H,Pennsylvania,2017-09-30,Renewed,B,G
18963,3.0,ZZ,L,8.0,11.0,1920,240,74838,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Pennsylvania,2017-09-30,Renewed,ZZ,ZZ
18964,2.0,G,E,8.0,11.0,3376,422,98031,368.0,R,F,C,999.0,ZZ,E,Virginia,2017-09-30,Not Renewed,C,C
18965,5.0,C,L,8.0,11.0,4600,575,95523,188.0,R,G,B,999.0,ZZ,E,Virginia,2017-09-30,Renewed,A,C
18966,4.0,D,K,8.0,11.0,1928,241,95541,187.0,R,F,C,999.0,ZZ,E,Virginia,2017-09-30,Not Renewed,B,C
18967,2.0,H,O,8.0,11.0,3200,400,95601,141.0,S,I,B,999.0,ZZ,G,Virginia,2017-09-30,Renewed,A,E
18968,4.0,D,Q,8.0,11.0,1920,240,87909,122.0,R,H,B,999.0,ZZ,G,Maryland,2017-09-30,Not Renewed,A,E
18969,5.0,K,Q,8.0,11.0,1920,240,42381,10.0,S,F,A,999.0,ZZ,F,New Jersey,2017-09-30,Renewed,A,C
18970,5.0,D,O,8.0,11.0,2800,350,45339,15.0,S,F,A,999.0,ZZ,C,New Jersey,2017-09-30,Renewed,A,A
18971,5.0,D,O,8.0,11.0,1920,240,29289,94.0,R,F,B,999.0,ZZ,C,Rhode Island,2017-09-30,Not Renewed,B,A
18972,5.0,D,M,8.0,11.0,1920,240,29997,150.0,S,F,B,999.0,ZZ,C,Rhode Island,2017-09-30,Not Renewed,B,A
18973,1.0,A,J,8.0,11.0,5200,650,143994,402.0,R,G,C,999.0,ZZ,H,South Carolina,2017-09-30,Renewed,B,G
18974,1.0,D,C,8.0,11.0,2592,324,144321,336.0,ZZ,H,C,999.0,ZZ,G,South Carolina,2017-09-30,Not Renewed,C,D
18975,2.0,E,M,8.0,11.0,3800,475,145737,315.0,R,H,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,B,E
18976,2.0,G,K,8.0,11.0,5800,725,145809,504.0,S,H,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,B,E
18977,1.0,E,E,8.0,11.0,3200,400,142632,353.0,T,H,C,999.0,ZZ,G,South Carolina,2017-09-30,Not Renewed,B,D
18979,5.0,D,O,8.0,11.0,3600,450,147636,395.0,U,H,C,999.0,ZZ,Z,Georgia,2017-09-30,Renewed,B,Z
18980,5.0,D,O,8.0,11.0,4400,550,147966,84.0,U,H,C,999.0,ZZ,Z,Georgia,2017-09-30,Renewed,B,Z
18981,2.0,H,J,8.0,11.0,2800,350,148158,395.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Not Renewed,B,E
18982,4.0,H,Q,8.0,11.0,6680,835,148215,492.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,B,E
18983,3.0,H,N,8.0,11.0,6000,750,148773,759.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,B,E
18984,3.0,H,K,8.0,11.0,3576,447,148905,321.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,C,E
18985,3.0,H,J,8.0,11.0,4216,527,146583,508.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,C,E
18986,2.0,H,M,8.0,11.0,6000,750,147150,1415.0,S,J,C,999.0,ZZ,F,Georgia,2017-09-30,Not Renewed,B,B
18987,1.0,H,C,8.0,11.0,9200,1150,146040,1051.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,C,E
18988,2.0,K,B,8.0,11.0,3000,375,116079,459.0,R,G,D,999.0,ZZ,G,North Carolina,2017-09-30,Not Renewed,C,D
18989,1.0,F,F,8.0,11.0,3320,415,120762,151.0,R,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18990,1.0,F,H,8.0,11.0,4400,550,121068,439.0,U,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18991,1.0,F,H,8.0,11.0,3360,420,121155,335.0,U,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18992,1.0,F,J,8.0,11.0,5200,650,121320,512.0,ZZ,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18993,1.0,F,I,8.0,11.0,3680,460,121494,170.0,U,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18994,3.0,F,J,8.0,11.0,1960,245,122589,83.0,R,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Not Renewed,C,E
18995,1.0,F,I,8.0,11.0,4640,580,122310,386.0,S,J,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,E
18996,1.0,C,B,8.0,11.0,2800,350,124188,270.0,R,H,D,999.0,ZZ,H,North Carolina,2017-09-30,Not Renewed,C,D
18997,1.0,B,C,8.0,11.0,3680,460,123360,408.0,R,H,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,B,D
18998,2.0,C,C,8.0,11.0,1920,240,134913,453.0,T,G,C,999.0,ZZ,G,South Carolina,2017-09-30,Not Renewed,C,D
19001,2.0,E,G,8.0,11.0,4200,525,124935,337.0,R,H,D,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,D
19002,2.0,E,F,8.0,11.0,4800,600,126039,503.0,T,H,D,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,D
19003,2.0,B,F,8.0,11.0,2312,289,102882,0.0,R,G,C,999.0,ZZ,E,West Virginia,2017-09-30,Renewed,B,C
19004,2.0,H,J,8.0,11.0,1920,240,106428,134.0,R,F,C,999.0,ZZ,G,North Carolina,2017-09-30,Not Renewed,B,D
19005,2.0,ZZ,Z,8.0,11.0,1920,240,108273,0.0,R,ZZ,ZZ,999.0,ZZ,ZZ,North Carolina,2017-09-30,Renewed,ZZ,ZZ
19006,ZZ,ZZ,ZZ,8.0,11.0,1920,240,108477,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,North Carolina,2017-09-30,Not Renewed,ZZ,ZZ
19007,1.0,H,I,8.0,11.0,3600,450,110949,394.0,R,H,C,999.0,ZZ,B,North Carolina,2017-09-30,Not Renewed,B,Z
19008,4.0,H,L,8.0,11.0,2472,309,111183,122.0,R,F,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,B,D
19009,2.0,A,G,8.0,11.0,2000,250,114198,420.0,R,G,D,999.0,ZZ,G,North Carolina,2017-09-30,Not Renewed,C,D
19010,1.0,D,J,8.0,11.0,3040,380,115371,221.0,ZZ,H,C,999.0,ZZ,G,North Carolina,2017-09-30,Renewed,C,D
19011,1.0,D,J,8.0,11.0,2880,360,115446,321.0,ZZ,H,C,999.0,ZZ,G,North Carolina,2017-09-30,Not Renewed,C,D
19012,3.0,G,E,8.0,11.0,2240,280,100944,0.0,U,I,C,999.0,ZZ,G,West Virginia,2017-09-30,Renewed,C,E
19013,2.0,ZZ,G,8.0,11.0,1920,240,101586,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,West Virginia,2017-09-30,Renewed,ZZ,ZZ
19014,2.0,G,A,8.0,11.0,2560,320,100827,0.0,U,I,C,999.0,ZZ,G,West Virginia,2017-09-30,Renewed,C,E
19015,5.0,G,L,8.0,11.0,1920,240,100872,0.0,S,I,C,999.0,ZZ,G,West Virginia,2017-09-30,Renewed,C,E
19019,1.0,C,E,8.0,11.0,5496,687,248922,693.0,R,F,C,999.0,ZZ,C,Tennessee,2017-09-30,Renewed,B,B
19021,1.0,B,E,8.0,11.0,2448,306,250287,218.0,R,G,C,999.0,ZZ,G,Tennessee,2017-09-30,Renewed,B,D
19022,1.0,C,F,8.0,11.0,2624,328,250398,187.0,T,H,C,999.0,ZZ,G,Tennessee,2017-09-30,Renewed,B,D
19023,1.0,H,B,8.0,11.0,3240,405,265509,294.0,T,E,D,999.0,ZZ,G,Tennessee,2017-09-30,Renewed,C,D
19024,ZZ,ZZ,ZZ,8.0,11.0,1920,240,265725,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Tennessee,2017-09-30,Not Renewed,ZZ,ZZ
19025,1.0,F,D,8.0,11.0,1920,240,266037,202.0,R,E,C,999.0,ZZ,G,Tennessee,2017-09-30,Not Renewed,B,D
19026,3.0,E,H,8.0,11.0,2096,262,267408,408.0,T,F,C,999.0,ZZ,D,Mississippi,2017-09-30,Not Renewed,B,A
19027,3.0,I,O,8.0,11.0,6640,830,261249,213.0,U,J,ZZ,999.0,ZZ,G,Tennessee,2017-09-30,Renewed,A,E
19028,1.0,I,A,8.0,11.0,2400,300,261840,408.0,U,G,ZZ,999.0,ZZ,G,Tennessee,2017-09-30,Not Renewed,A,E
19029,1.0,I,B,8.0,11.0,2800,350,262383,36.0,ZZ,J,ZZ,999.0,ZZ,G,Tennessee,2017-09-30,Renewed,A,E
19030,1.0,A,I,8.0,11.0,2080,260,262614,337.0,R,G,C,999.0,ZZ,G,Tennessee,2017-09-30,Not Renewed,C,D
19031,1.0,C,F,8.0,11.0,4800,600,264120,560.0,R,G,D,999.0,ZZ,E,Tennessee,2017-09-30,Renewed,C,C
19033,3.0,ZZ,M,8.0,11.0,1920,240,260709,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Tennessee,2017-09-30,Renewed,ZZ,ZZ
19034,5.0,ZZ,P,8.0,11.0,1920,240,257685,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Tennessee,2017-09-30,Renewed,ZZ,ZZ
19035,1.0,C,C,8.0,11.0,15200,1900,231108,590.0,T,G,D,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,D
19036,ZZ,ZZ,ZZ,8.0,11.0,3000,375,232293,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Alabama,2017-09-30,Not Renewed,ZZ,ZZ
19038,3.0,ZZ,J,8.0,11.0,1920,240,227568,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Alabama,2017-09-30,Renewed,ZZ,ZZ
19039,2.0,K,D,8.0,11.0,2600,325,228882,260.0,S,F,D,999.0,ZZ,G,Alabama,2017-09-30,Not Renewed,D,E
19040,2.0,D,G,8.0,11.0,1920,240,229083,178.0,R,G,C,999.0,ZZ,H,Alabama,2017-09-30,Not Renewed,B,E
19041,2.0,E,C,8.0,11.0,2248,281,226533,238.0,R,H,D,999.0,ZZ,G,Alabama,2017-09-30,Not Renewed,C,D
19043,2.0,E,A,8.0,11.0,2800,350,226008,328.0,R,H,D,999.0,ZZ,G,Alabama,2017-09-30,Not Renewed,C,D
19044,2.0,E,E,8.0,11.0,5400,675,226257,383.0,R,H,D,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,D
19046,2.0,E,J,8.0,11.0,3200,400,221901,231.0,R,H,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,B,D
19048,2.0,E,H,8.0,11.0,4080,510,221565,182.0,R,H,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,B,D
19050,2.0,E,H,8.0,11.0,3904,488,220890,108.0,R,H,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,B,D
19051,1.0,H,A,8.0,11.0,9168,1146,233613,854.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19052,4.0,H,L,8.0,11.0,5680,710,233802,130.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19053,1.0,H,B,8.0,11.0,3752,469,233877,454.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19054,4.0,H,K,8.0,11.0,4376,547,234048,470.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19055,4.0,H,J,8.0,11.0,4912,614,234177,553.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19056,2.0,H,H,8.0,11.0,4576,572,234279,578.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19057,2.0,H,H,8.0,11.0,4056,507,234375,498.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19058,4.0,H,N,8.0,11.0,3400,425,234432,349.0,U,I,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,C,E
19059,2.0,C,Z,8.0,11.0,3000,375,234975,284.0,U,G,C,999.0,ZZ,G,Alabama,2017-09-30,Renewed,B,D
19060,2.0,C,C,8.0,11.0,5416,677,232668,592.0,T,G,D,999.0,ZZ,G,Alabama,2017-09-30,Renewed,D,D
19061,2.0,ZZ,Z,8.0,11.0,1920,240,239574,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Alabama,2017-09-30,Renewed,ZZ,ZZ
19062,2.0,B,G,8.0,11.0,3728,466,240060,301.0,T,F,D,999.0,ZZ,E,Alabama,2017-09-30,Renewed,C,C
19063,1.0,H,C,8.0,11.0,8008,1001,177375,569.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19064,1.0,H,F,8.0,11.0,3648,456,177864,185.0,ZZ,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19065,1.0,E,E,8.0,11.0,1920,240,172299,281.0,R,H,D,999.0,ZZ,G,Georgia,2017-09-30,Not Renewed,C,D
19066,2.0,H,F,8.0,11.0,4520,565,174399,633.0,U,I,D,999.0,ZZ,G,Georgia,2017-09-30,Not Renewed,C,E
19067,2.0,F,I,8.0,11.0,4000,500,168141,528.0,U,I,C,999.0,ZZ,G,Georgia,2017-09-30,Not Renewed,C,E
19068,ZZ,ZZ,ZZ,8.0,11.0,6000,750,168294,ZZ,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Georgia,2017-09-30,Not Renewed,ZZ,ZZ
19069,1.0,E,E,8.0,11.0,4480,560,151119,489.0,ZZ,H,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,B,E
19070,3.0,H,K,8.0,11.0,4000,500,156000,312.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,C,E
19071,5.0,H,P,8.0,11.0,5000,625,155253,219.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,C,E
19072,1.0,ZZ,Z,8.0,11.0,1920,240,157326,0.0,ZZ,ZZ,ZZ,999.0,ZZ,ZZ,Georgia,2017-09-30,Renewed,ZZ,ZZ
19073,2.0,I,I,8.0,11.0,5600,700,156411,666.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Renewed,B,E
19074,3.0,H,J,8.0,11.0,5200,650,156531,823.0,S,J,C,999.0,ZZ,G,Georgia,2017-09-30,Not Renewed,C,E
19075,2.0,J,I,8.0,11.0,3600,450,189885,491.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,C,E
19076,1.0,J,I,8.0,11.0,4400,550,194838,520.0,S,J,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19077,3.0,ZZ,K,8.0,11.0,6616,827,188970,0.0,U,ZZ,ZZ,999.0,ZZ,ZZ,Florida,2017-09-30,Renewed,ZZ,ZZ
19078,2.0,H,J,8.0,11.0,5128,641,187743,581.0,S,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19079,1.0,H,J,8.0,11.0,2848,356,187239,337.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,B,E
19080,1.0,H,F,8.0,11.0,2720,340,185919,161.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19081,2.0,H,H,8.0,11.0,1920,240,186135,77.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19082,1.0,H,F,8.0,11.0,3296,412,186228,203.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19083,2.0,H,J,8.0,11.0,6400,800,186396,533.0,S,J,B,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19084,4.0,H,L,8.0,11.0,4000,500,185319,379.0,U,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19085,1.0,H,E,8.0,11.0,5192,649,185469,300.0,S,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19086,1.0,H,C,8.0,11.0,7256,907,215937,767.0,U,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19087,1.0,H,F,8.0,11.0,5472,684,215475,440.0,ZZ,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19088,1.0,H,C,8.0,11.0,4864,608,215562,459.0,ZZ,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19089,1.0,H,H,8.0,11.0,7112,889,216120,318.0,U,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19090,1.0,H,H,8.0,11.0,5728,716,216270,246.0,U,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19091,1.0,H,F,8.0,11.0,4272,534,216420,260.0,R,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19092,2.0,H,I,8.0,11.0,6088,761,216522,361.0,ZZ,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19093,2.0,I,K,8.0,11.0,2800,350,218787,378.0,ZZ,I,D,999.0,ZZ,G,Florida,2017-09-30,Not Renewed,C,E
19094,1.0,I,E,8.0,11.0,6400,800,218301,756.0,S,I,D,999.0,ZZ,G,Florida,2017-09-30,Renewed,C,E
19095,1.0,H,G,8.0,11.0,6400,800,218580,688.0,S,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19096,1.0,H,L,8.0,11.0,6840,855,217986,536.0,S,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
19097,1.0,H,J,8.0,11.0,5120,640,218127,597.0,S,I,C,999.0,ZZ,G,Florida,2017-09-30,Renewed,B,E
